--- Terminal on /dev/cu.usbmodem11301 | 9600 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
boot
voltage, v_delta, correction
460, -5, 0
460, -5, 0
460, -5, 0
459, -4, 0
459, -4, 0
458, -3, 0
445, 10, 0
433, 22, 0
456, -1, 0
434, 21, 0
436, 19, 0
438, 17, 0
441, 14, 0
444, 11, 0
448, 7, 0
454, 1, 0
461, -6, 0
461, -6, 0
447, 8, 0
461, -6, 0
461, -6, 0
461, -6, 0
461, -6, 0
460, -5, 0
437, 18, 0
459, -4, 0
459, -4, 0
435, 20, 0
435, 20, 0
436, 19, 0
438, 17, 0
440, 15, 0
443, 12, 0
447, 8, 0
459, -4, 0
460, -5, 0
446, 9, 0
449, 6, 0
453, 2, 0
454, 1, 0
461, -6, 0
449, 6, 0
454, 1, 0
454, 1, 0
461, -6, 0
460, -5, 0
446, 9, 0
449, 6, 0
454, 1, 0
460, -5, 0
461, -6, 0
446, 9, 0
449, 6, 0
454, 1, 0
461, -6, 0
450, 5, 0
461, -6, 0
461, -6, 0
446, 9, 0
460, -5, 0
446, 9, 0
449, 6, 0
461, -6, 0
461, -6, 0
461, -6, 0
461, -6, 0
441, 14, 0
442, 13, 0
445, 10, 0
448, 7, 0
460, -5, 0
460, -5, 0
460, -5, 0
442, 13, 0
444, 11, 0
459, -4, 0
445, 10, 0
448, 7, 0
460, -5, 0
449, 6, 0
461, -6, 0
450, 5, 0
455, 0, 0
462, -7, 0
450, 5, 0
462, -7, 0
451, 4, 0
462, -7, 0
451, 4, 0
455, 0, 0
462, -7, 0
451, 4, 0
456, -1, 0
456, -1, 0
463, -8, 0
463, -8, 0
462, -7, 0
445, 10, 0
462, -7, 0
461, -6, 0
461, -6, 0
439, 16, 0
460, -5, 0
459, -4, 0
436, 19, 0
437, 18, 0
439, 16, 0
441, 14, 0
459, -4, 0
442, 13, 0
445, 10, 0
448, 7, 0
460, -5, 0
450, 5, 0
461, -6, 0
450, 5, 0
462, -7, 0
462, -7, 0
462, -7, 0
462, -7, 0
461, -6, 0
460, -5, 0
437, 18, 0
438, 17, 0
459, -4, 0
438, 17, 0
439, 16, 0
442, 13, 0
445, 10, 0
448, 7, 0
460, -5, 0
449, 6, 0
454, 1, 0
455, 0, 0
455, 0, 0
456, -1, 0
455, 0, 0
456, -1, 0
456, -1, 0
456, -1, 0
456, -1, 0
456, -1, 0
463, -8, 0
452, 3, 0
451, 4, 0
456, -1, 0
456, -1, 0
456, -1, 0
456, -1, 0
456, -1, 0
464, -9, 0
452, 3, 0
463, -8, 0
448, 7, 0
463, -8, 0
462, -7, 0
462, -7, 0
442, 13, 0
461, -6, 0
441, 14, 0
460, -5, 0
460, -5, 0
438, 17, 0
440, 15, 0
442, 13, 0
445, 10, 0
460, -5, 0
460, -5, 0
443, 12, 0
460, -5, 0
460, -5, 0
460, -5, 0
460, -5, 0
459, -4, 0
436, 19, 0
435, 20, 0
436, 19, 0
438, 17, 0
441, 14, 0
444, 11, 0
448, 7, 0
453, 2, 0
461, -6, 0
450, 5, 0
461, -6, 0
450, 5, 0
455, 0, 0
462, -7, 0
451, 4, 0
456, -1, 0
456, -1, 0
456, -1, 0
463, -8, 0
463, -8, 0
448, 7, 0
462, -7, 0
448, 7, 0
451, 4, 0
462, -7, 0
462, -7, 0
462, -7, 0
462, -7, 0
442, 13, 0
444, 11, 0
447, 8, 0
461, -6, 0
461, -6, 0
461, -6, 0
461, -6, 0
439, 16, 0
440, 15, 0
460, -5, 0
440, 15, 0
442, 13, 0
445, 10, 0
449, 6, 0
454, 1, 0
454, 1, 0
455, 0, 0
462, -7, 0
451, 4, 0
462, -7, 0
451, 4, 0
463, -8, 0
451, 4, 0
456, -1, 0
456, -1, 0
463, -8, 0
451, 4, 0
463, -8, 0
451, 4, 0
463, -8, 0
463, -8, 0
448, 7, 0
451, 4, 0
463, -8, 0
451, 4, 0
456, -1, 0
456, -1, 0
463, -8, 0
463, -8, 0
463, -8, 0
445, 10, 0
447, 8, 0
462, -7, 0
462, -7, 0
462, -7, 0
461, -6, 0
439, 16, 0
460, -5, 0
460, -5, 0
436, 19, 0
437, 18, 0
439, 16, 0
442, 13, 0
444, 11, 0
449, 6, 0
454, 1, 0
454, 1, 0
455, 0, 0
462, -7, 0
462, -7, 0
447, 8, 0
462, -7, 0
462, -7, 0
444, 11, 0
461, -6, 0
461, -6, 0
441, 14, 0
443, 12, 0
460, -5, 0
443, 12, 0
460, -5, 0
443, 12, 0
446, 9, 0
449, 6, 0
455, 0, 0
455, 0, 0
462, -7, 0
451, 4, 0
462, -7, 0
462, -7, 0
463, -8, 0
462, -7, 0
461, -6, 0
439, 16, 0
461, -6, 0
460, -5, 0
437, 18, 0
459, -4, 0
436, 19, 0
437, 18, 0
439, 16, 0
458, -3, 0
442, 13, 0
459, -4, 0
442, 13, 0
460, -5, 0
460, -5, 0
460, -5, 0
460, -5, 0
436, 19, 0
438, 17, 0
439, 16, 0
441, 14, 0
445, 10, 0
449, 6, 0
454, 1, 0
461, -6, 0
450, 5, 0
462, -7, 0
451, 4, 0
455, 0, 0
463, -8, 0
463, -8, 0
463, -8, 0
462, -7, 0
442, 13, 0
444, 11, 0
446, 9, 0
450, 5, 0
462, -7, 0
451, 4, 0
456, -1, 0
463, -8, 0
463, -8, 0
448, 7, 0
463, -8, 0
448, 7, 0
462, -7, 0
462, -7, 0
462, -7, 0
462, -7, 0
461, -6, 0
460, -5, 0
437, 18, 0
459, -4, 0
458, -3, 0
435, 20, 0
435, 20, 0
436, 19, 0
438, 17, 0
441, 14, 0
444, 11, 0
448, 7, 0
460, -5, 0
461, -6, 0
447, 8, 0
461, -6, 0
461, -6, 0
444, 11, 0
447, 8, 0
461, -6, 0
461, -6, 0
461, -6, 0
461, -6, 0
439, 16, 0
441, 14, 0
460, -5, 0
440, 15, 0
443, 12, 0
445, 10, 0
461, -6, 0
446, 9, 0
461, -6, 0
447, 8, 0
450, 5, 0
455, 0, 0
455, 0, 0
456, -1, 0
463, -8, 0
463, -8, 0
463, -8, 0
445, 10, 0
462, -7, 0
462, -7, 0
442, 13, 0
444, 11, 0
447, 8, 0
461, -6, 0
447, 8, 0
450, 5, 0
455, 0, 0
462, -7, 0
451, 4, 0
456, -1, 0
456, -1, 0
457, -2, 0
464, -9, 0
463, -8, 0
463, -8, 0
463, -8, 0
463, -8, 0
440, 15, 0
461, -6, 0
461, -6, 0
438, 17, 0
460, -5, 0
437, 18, 0
438, 17, 0
459, -4, 0
459, -4, 0
436, 19, 0
458, -3, 0
438, 17, 0
458, -3, 0
459, -4, 0
459, -4, 0
459, -4, 0
435, 20, 0
435, 20, 0
437, 18, 0
439, 16, 0
441, 14, 0
459, -4, 0
442, 13, 0
460, -5, 0
443, 12, 0
460, -5, 0
461, -6, 0
461, -6, 0
439, 16, 0
460, -5, 0
460, -5, 0
460, -5, 0
436, 19, 0
436, 19, 0
458, -3, 0
437, 18, 0
439, 16, 0
442, 13, 0
445, 10, 0
460, -5, 0
446, 9, 0
449, 6, 0
455, 0, 0
455, 0, 0
455, 0, 0
463, -8, 0
451, 4, 0
456, -1, 0
457, -2, 0
456, -1, 0
464, -9, 0
452, 3, 0
452, 3, 0
452, 3, 0
464, -9, 0
463, -8, 0
446, 9, 0
448, 7, 0
462, -7, 0
448, 7, 0
451, 4, 0
456, -1, 0
456, -1, 0
457, -2, 0
457, -2, 0
464, -9, 0
464, -9, 0
449, 6, 0
452, 3, 0
463, -8, 0
449, 6, 0
463, -8, 0
463, -8, 0
462, -7, 0
443, 12, 0
462, -7, 0
442, 13, 0
444, 11, 0
461, -6, 0
444, 11, 0
447, 8, 0
450, 5, 0
462, -7, 0
462, -7, 0
462, -7, 0
462, -7, 0
462, -7, 0
461, -6, 0
437, 18, 0
438, 17, 0
460, -5, 0
438, 17, 0
440, 15, 0
442, 13, 0
445, 10, 0
449, 6, 0
461, -6, 0
450, 5, 0
455, 0, 0
455, 0, 0
456, -1, 0
463, -8, 0
452, 3, 0
463, -8, 0
463, -8, 0
445, 10, 0
462, -7, 0
462, -7, 0
442, 13, 0
461, -6, 0
441, 14, 0
443, 12, 0
461, -6, 0
443, 12, 0
446, 9, 0
450, 5, 0
455, 0, 0
455, 0, 0
462, -7, 0
451, 4, 0
463, -8, 0
463, -8, 0
463, -8, 0
445, 10, 0
462, -7, 0
445, 10, 0
462, -7, 0
462, -7, 0
442, 13, 0
444, 11, 0
461, -6, 0
444, 11, 0
461, -6, 0
461, -6, 0
441, 14, 0
460, -5, 0
461, -6, 0
460, -5, 0
460, -5, 0
459, -4, 0
446, 9, 0
458, -3, 0
457, -2, 0
457, -2, 0
457, -2, 0
456, -1, 0
456, -1, 0
433, 22, 0
433, 22, 0
456, -1, 0
435, 20, 0
438, 17, 0
441, 14, 0
444, 11, 0
459, -4, 0
445, 10, 0
449, 6, 0
461, -6, 0
450, 5, 0
455, 0, 0
455, 0, 0
455, 0, 0
463, -8, 0
462, -7, 0
447, 8, 0
462, -7, 0
447, 8, 0
451, 4, 0
456, -1, 0
456, -1, 0
456, -1, 0
463, -8, 0
451, 4, 0
463, -8, 0
463, -8, 0
448, 7, 0
463, -8, 0
448, 7, 0
451, 4, 0
462, -7, 0
451, 4, 0
463, -8, 0
463, -8, 0
462, -7, 0
462, -7, 0
462, -7, 0
440, 15, 0
441, 14, 0
460, -5, 0
441, 14, 0
443, 12, 0
446, 9, 0
449, 6, 0
454, 1, 0
455, 0, 0
462, -7, 0
451, 4, 0
462, -7, 0
463, -8, 0
448, 7, 0
462, -7, 0
447, 8, 0
451, 4, 0
455, 0, 0
456, -1, 0
456, -1, 0
456, -1, 0
463, -8, 0
463, -8, 0
463, -8, 0
463, -8, 0
462, -7, 0
461, -6, 0
460, -5, 0
437, 18, 0
459, -4, 0
458, -3, 0
435, 20, 0
435, 20, 0
436, 19, 0
438, 17, 0
441, 14, 0
444, 11, 0
448, 7, 0
460, -5, 0
460, -5, 0
446, 9, 0
461, -6, 0
461, -6, 0
444, 11, 0
447, 8, 0
461, -6, 0
461, -6, 0
461, -6, 0
461, -6, 0
439, 16, 0
440, 15, 0
460, -5, 0
440, 15, 0
442, 13, 0
445, 10, 0
460, -5, 0
446, 9, 0
461, -6, 0
447, 8, 0
450, 5, 0
455, 0, 0
455, 0, 0
455, 0, 0
456, -1, 0
456, -1, 0
456, -1, 0
456, -1, 0
456, -1, 0
457, -2, 0
464, -9, 0
463, -8, 0
463, -8, 0
463, -8, 0
442, 13, 0
461, -6, 0
441, 14, 0
461, -6, 0
461, -6, 0
439, 16, 0
440, 15, 0
460, -5, 0
440, 15, 0
460, -5, 0
460, -5, 0
438, 17, 0
459, -4, 0
459, -4, 0
459, -4, 0
458, -3, 0
457, -2, 0
434, 21, 0
434, 21, 0
436, 19, 0
457, -2, 0
438, 17, 0
441, 14, 0
444, 11, 0
459, -4, 0
459, -4, 0
443, 12, 0
460, -5, 0
460, -5, 0
460, -5, 0
460, -5, 0
459, -4, 0
458, -3, 0
458, -3, 0
434, 21, 0
435, 20, 0
457, -2, 0
436, 19, 0
438, 17, 0
441, 14, 0
444, 11, 0
448, 7, 0
460, -5, 0
449, 6, 0
461, -6, 0
461, -6, 0
447, 8, 0
462, -7, 0
461, -6, 0
461, -6, 0
461, -6, 0
461, -6, 0
437, 18, 0
459, -4, 0
459, -4, 0
436, 19, 0
435, 20, 0
436, 19, 0
438, 17, 0
441, 14, 0
444, 11, 0
448, 7, 0
460, -5, 0
461, -6, 0
447, 8, 0
450, 5, 0
455, 0, 0
455, 0, 0
462, -7, 0
451, 4, 0
455, 0, 0
456, -1, 0
456, -1, 0
456, -1, 0
456, -1, 0
457, -2, 0
463, -8, 0
452, 3, 0
452, 3, 0
463, -8, 0
463, -8, 0
462, -7, 0
462, -7, 0
439, 16, 0
441, 14, 0
460, -5, 0
440, 15, 0
442, 13, 0
445, 10, 0
449, 6, 0
461, -6, 0
461, -6, 0
447, 8, 0
450, 5, 0
455, 0, 0
455, 0, 0
462, -7, 0
451, 4, 0
455, 0, 0
456, -1, 0
456, -1, 0
456, -1, 0
456, -1, 0
456, -1, 0
463, -8, 0
452, 3, 0
451, 4, 0
463, -8, 0
463, -8, 0
462, -7, 0
462, -7, 0
442, 13, 0
444, 11, 0
461, -6, 0
444, 11, 0
446, 9, 0
461, -6, 0
446, 9, 0
450, 5, 0
455, 0, 0
462, -7, 0
462, -7, 0
447, 8, 0
462, -7, 0
447, 8, 0
462, -7, 0
447, 8, 0
450, 5, 0
462, -7, 0
451, 4, 0
455, 0, 0
462, -7, 0
451, 4, 0
463, -8, 0
462, -7, 0
462, -7, 0
445, 10, 0
461, -6, 0
444, 11, 0
461, -6, 0
461, -6, 0
441, 14, 0
442, 13, 0
460, -5, 0
443, 12, 0
460, -5, 0
460, -5, 0
440, 15, 0
459, -4, 0
459, -4, 0
459, -4, 0
458, -3, 0
458, -3, 0
435, 20, 0
436, 19, 0
438, 17, 0
457, -2, 0
440, 15, 0
443, 12, 0
447, 8, 0
452, 3, 0
459, -4, 0
448, 7, 0
453, 2, 0
460, -5, 0
449, 6, 0
460, -5, 0
449, 6, 0
454, 1, 0
460, -5, 0
449, 6, 0
454, 1, 0
454, 1, 0
455, 0, 0
462, -7, 0
462, -7, 0
462, -7, 0
462, -7, 0
442, 13, 0
461, -6, 0
461, -6, 0
439, 16, 0
440, 15, 0
442, 13, 0
445, 10, 0
449, 6, 0
460, -5, 0
449, 6, 0
454, 1, 0
455, 0, 0
462, -7, 0
462, -7, 0
447, 8, 0
462, -7, 0
462, -7, 0
445, 10, 0
462, -7, 0
461, -6, 0
441, 14, 0
461, -6, 0
461, -6, 0
439, 16, 0
460, -5, 0
438, 17, 0
440, 15, 0
459, -4, 0
440, 15, 0
443, 12, 0
460, -5, 0
443, 12, 0
460, -5, 0
460, -5, 0
441, 14, 0
460, -5, 0
440, 15, 0
443, 12, 0
446, 9, 0
460, -5, 0
460, -5, 0
443, 12, 0
446, 9, 0
461, -6, 0
446, 9, 0
461, -6, 0
446, 9, 0
449, 6, 0
461, -6, 0
461, -6, 0
461, -6, 0
461, -6, 0
441, 14, 0
443, 12, 0
446, 9, 0
460, -5, 0
460, -5, 0
460, -5, 0
460, -5, 0
438, 17, 0
440, 15, 0
459, -4, 0
439, 16, 0
441, 14, 0
444, 11, 0
447, 8, 0
452, 3, 0
453, 2, 0
454, 1, 0
460, -5, 0
449, 6, 0
461, -6, 0
449, 6, 0
461, -6, 0
450, 5, 0
454, 1, 0
461, -6, 0
449, 6, 0
454, 1, 0
461, -6, 0
450, 5, 0
462, -7, 0
462, -7, 0
462, -7, 0
445, 10, 0
462, -7, 0
444, 11, 0
461, -6, 0
461, -6, 0
442, 13, 0
444, 11, 0
446, 9, 0
450, 5, 0
462, -7, 0
462, -7, 0
462, -7, 0
462, -7, 0
462, -7, 0
439, 16, 0
460, -5, 0
460, -5, 0
437, 18, 0
438, 17, 0
439, 16, 0
442, 13, 0
445, 10, 0
449, 6, 0
454, 1, 0
454, 1, 0
455, 0, 0
462, -7, 0
462, -7, 0
448, 7, 0
462, -7, 0
462, -7, 0
445, 10, 0
462, -7, 0
462, -7, 0
442, 13, 0
444, 11, 0
461, -6, 0
444, 11, 0
461, -6, 0
444, 11, 0
447, 8, 0
449, 6, 0
455, 0, 0
455, 0, 0
463, -8, 0
451, 4, 0
463, -8, 0
463, -8, 0
463, -8, 0
462, -7, 0
462, -7, 0
440, 15, 0
461, -6, 0
460, -5, 0
437, 18, 0
459, -4, 0
436, 19, 0
437, 18, 0
439, 16, 0
458, -3, 0
442, 13, 0
459, -4, 0
443, 12, 0
460, -5, 0
460, -5, 0
460, -5, 0
460, -5, 0
436, 19, 0
438, 17, 0
439, 16, 0
442, 13, 0
445, 10, 0
448, 7, 0
454, 1, 0
461, -6, 0
450, 5, 0
462, -7, 0
451, 4, 0
456, -1, 0
456, -1, 0
463, -8, 0
451, 4, 0
463, -8, 0
452, 3, 0
463, -8, 0
463, -8, 0
445, 10, 0
462, -7, 0
462, -7, 0
461, -6, 0
439, 16, 0
460, -5, 0
460, -5, 0
437, 18, 0
438, 17, 0
439, 16, 0
442, 13, 0
459, -4, 0
442, 13, 0
445, 10, 0
449, 6, 0
461, -6, 0
450, 5, 0
462, -7, 0
450, 5, 0
462, -7, 0
462, -7, 0
462, -7, 0
462, -7, 0
461, -6, 0
461, -6, 0
437, 18, 0
438, 17, 0
459, -4, 0
438, 17, 0
439, 16, 0
442, 13, 0
445, 10, 0
449, 6, 0
461, -6, 0
450, 5, 0
454, 1, 0
455, 0, 0
455, 0, 0
456, -1, 0
456, -1, 0
463, -8, 0
463, -8, 0
448, 7, 0
451, 4, 0
456, -1, 0
456, -1, 0
463, -8, 0
452, 3, 0
452, 3, 0
452, 3, 0
451, 4, 0
463, -8, 0
451, 4, 0
456, -1, 0
457, -2, 0
464, -9, 0
463, -8, 0
463, -8, 0
445, 10, 0
447, 8, 0
462, -7, 0
462, -7, 0
462, -7, 0
461, -6, 0
439, 16, 0
460, -5, 0
460, -5, 0
437, 18, 0
438, 17, 0
439, 16, 0
442, 13, 0
445, 10, 0
449, 6, 0
454, 1, 0
454, 1, 0
455, 0, 0
462, -7, 0
462, -7, 0
448, 7, 0
462, -7, 0
462, -7, 0
444, 11, 0
461, -6, 0
461, -6, 0
441, 14, 0
443, 12, 0
460, -5, 0
443, 12, 0
461, -6, 0
443, 12, 0
446, 9, 0
450, 5, 0
455, 0, 0
455, 0, 0
462, -7, 0
451, 4, 0
463, -8, 0
463, -8, 0
463, -8, 0
462, -7, 0
462, -7, 0
440, 15, 0
460, -5, 0
460, -5, 0
437, 18, 0
459, -4, 0
436, 19, 0
437, 18, 0
439, 16, 0
458, -3, 0
441, 14, 0
459, -4, 0
442, 13, 0
460, -5, 0
460, -5, 0
460, -5, 0
460, -5, 0
436, 19, 0
437, 18, 0
439, 16, 0
442, 13, 0
445, 10, 0
448, 7, 0
453, 2, 0
461, -6, 0
450, 5, 0
462, -7, 0
450, 5, 0
455, 0, 0
462, -7, 0
463, -8, 0
462, -7, 0
462, -7, 0
442, 13, 0
444, 11, 0
446, 9, 0
449, 6, 0
461, -6, 0
450, 5, 0
455, 0, 0
455, 0, 0
456, -1, 0
456, -1, 0
456, -1, 0
463, -8, 0
463, -8, 0
463, -8, 0
462, -7, 0
461, -6, 0
461, -6, 0
460, -5, 0
436, 19, 0
458, -3, 0
458, -3, 0
435, 20, 0
436, 19, 0
438, 17, 0
441, 14, 0
444, 11, 0
448, 7, 0
453, 2, 0
454, 1, 0
454, 1, 0
461, -6, 0
461, -6, 0
447, 8, 0
461, -6, 0
461, -6, 0
444, 11, 0
461, -6, 0
460, -5, 0
441, 14, 0
443, 12, 0
460, -5, 0
442, 13, 0
460, -5, 0
443, 12, 0
445, 10, 0
460, -5, 0
446, 9, 0
449, 6, 0
461, -6, 0
450, 5, 0
462, -7, 0
461, -6, 0
447, 8, 0
450, 5, 0
461, -6, 0
450, 5, 0
455, 0, 0
455, 0, 0
462, -7, 0
462, -7, 0
447, 8, 0
461, -6, 0
461, -6, 0
443, 12, 0
460, -5, 0
460, -5, 0
440, 15, 0
459, -4, 0
459, -4, 0
437, 18, 0
458, -3, 0
438, 17, 0
440, 15, 0
443, 12, 0
447, 8, 0
453, 2, 0
460, -5, 0
449, 6, 0
460, -5, 0
449, 6, 0
454, 1, 0
454, 1, 0
455, 0, 0
454, 1, 0
461, -6, 0
461, -6, 0
461, -6, 0
460, -5, 0
440, 15, 0
442, 13, 0
459, -4, 0
442, 13, 0
444, 11, 0
448, 7, 0
452, 3, 0
453, 2, 0
453, 2, 0
461, -6, 0
461, -6, 0
447, 8, 0
461, -6, 0
447, 8, 0
461, -6, 0
447, 8, 0
450, 5, 0
462, -7, 0
450, 5, 0
456, -1, 0
455, 0, 0
456, -1, 0
456, -1, 0
456, -1, 0
456, -1, 0
456, -1, 0
456, -1, 0
457, -2, 0
456, -1, 0
463, -8, 0
451, 4, 0
456, -1, 0
456, -1, 0
457, -2, 0
463, -8, 0
463, -8, 0
448, 7, 0
451, 4, 0
463, -8, 0
451, 4, 0
463, -8, 0
451, 4, 0
463, -8, 0
451, 4, 0
456, -1, 0
457, -2, 0
463, -8, 0
452, 3, 0
463, -8, 0
448, 7, 0
463, -8, 0
462, -7, 0
444, 11, 0
461, -6, 0
461, -6, 0
461, -6, 0
439, 16, 0
460, -5, 0
460, -5, 0
436, 19, 0
437, 18, 0
439, 16, 0
441, 14, 0
459, -4, 0
442, 13, 0
445, 10, 0
448, 7, 0
460, -5, 0
449, 6, 0
461, -6, 0
450, 5, 0
462, -7, 0
462, -7, 0
462, -7, 0
461, -6, 0
461, -6, 0
460, -5, 0
437, 18, 0
438, 17, 0
459, -4, 0
437, 18, 0
439, 16, 0
441, 14, 0
444, 11, 0
448, 7, 0
460, -5, 0
449, 6, 0
454, 1, 0
454, 1, 0
455, 0, 0
455, 0, 0
462, -7, 0
451, 4, 0
455, 0, 0
462, -7, 0
451, 4, 0
456, -1, 0
455, 0, 0
455, 0, 0
463, -8, 0
462, -7, 0
462, -7, 0
444, 11, 0
461, -6, 0
443, 12, 0
460, -5, 0
460, -5, 0
440, 15, 0
442, 13, 0
445, 10, 0
448, 7, 0
453, 2, 0
460, -5, 0
461, -6, 0
461, -6, 0
460, -5, 0
440, 15, 0
459, -4, 0
459, -4, 0
437, 18, 0
439, 16, 0
441, 14, 0
444, 11, 0
447, 8, 0
459, -4, 0
448, 7, 0
453, 2, 0
453, 2, 0
460, -5, 0
460, -5, 0
445, 10, 0
448, 7, 0
460, -5, 0
449, 6, 0
453, 2, 0
454, 1, 0
461, -6, 0
449, 6, 0
460, -5, 0
450, 5, 0
454, 1, 0
461, -6, 0
461, -6, 0
446, 9, 0
449, 6, 0
454, 1, 0
461, -6, 0
461, -6, 0
446, 9, 0
461, -6, 0
446, 9, 0
461, -6, 0
446, 9, 0
449, 6, 0
461, -6, 0
450, 5, 0
455, 0, 0
461, -6, 0
450, 5, 0
461, -6, 0
462, -7, 0
461, -6, 0
444, 11, 0
461, -6, 0
444, 11, 0
460, -5, 0
460, -5, 0
